Facility Name,State,Condition,Excess Ratio,Predicted Rate,Expected Rate,Number of Readmissions,Variance,Above/Below National Flag
SLIDELL MEMORIAL HOSPITAL,LA,READM-30-AMI-HRRP,0.9994,14.1764,14.1843,15,-0.0079,At/Below National
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,LA,READM-30-PN-HRRP,1.0715,17.4064,16.2444,66,1.162,Above National
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,LA,READM-30-HF-HRRP,0.8916,17.3278,19.4338,87,-2.106,At/Below National
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,LA,READM-30-COPD-HRRP,1.034,16.819,16.2665,21,0.5525,Above National
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,LA,READM-30-CABG-HRRP,1.2164,12.6058,10.363,25,2.2428,Above National
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,LA,READM-30-AMI-HRRP,1.0535,14.2319,13.5091,29,0.7228,Above National
ACADIA GENERAL HOSPITAL,LA,READM-30-PN-HRRP,0.9315,14.4576,15.5205,19,-1.0629,At/Below National
ACADIA GENERAL HOSPITAL,LA,READM-30-COPD-HRRP,0.9889,17.4701,17.6654,14,-0.1953,At/Below National
ST TAMMANY PARISH HOSPITAL,LA,READM-30-PN-HRRP,0.951,16.2068,17.042,35,-0.8352,At/Below National
ST TAMMANY PARISH HOSPITAL,LA,READM-30-HF-HRRP,0.9236,18.2211,19.7291,75,-1.508,At/Below National
ST TAMMANY PARISH HOSPITAL,LA,READM-30-COPD-HRRP,0.9826,19.1762,19.5163,20,-0.3401,At/Below National
ST TAMMANY PARISH HOSPITAL,LA,READM-30-CABG-HRRP,1.1281,11.6083,10.2901,12,1.3182,Above National
ST TAMMANY PARISH HOSPITAL,LA,READM-30-AMI-HRRP,0.929,13.2217,14.2324,18,-1.0107,At/Below National
TOURO INFIRMARY,LA,READM-30-PN-HRRP,1.0812,18.4984,17.1087,28,1.3897,Above National
TOURO INFIRMARY,LA,READM-30-HF-HRRP,0.9739,19.0793,19.5906,26,-0.5113,At/Below National
BEAUREGARD MEMORIAL HOSPITAL,LA,READM-30-PN-HRRP,1.0084,16.1414,16.0073,23,0.1341,Above National
BEAUREGARD MEMORIAL HOSPITAL,LA,READM-30-HF-HRRP,1.0182,19.8983,19.5421,17,0.3562,Above National
OCHSNER AMERICAN LEGION HOSPITAL,LA,READM-30-PN-HRRP,1.0158,15.572,15.3305,23,0.2415,Above National
OCHSNER AMERICAN LEGION HOSPITAL,LA,READM-30-HF-HRRP,1.1225,20.1186,17.9222,33,2.1964,Above National
OCHSNER AMERICAN LEGION HOSPITAL,LA,READM-30-COPD-HRRP,1.0013,17.0255,17.0026,12,0.0229,Above National
IBERIA MEDICAL CENTER,LA,READM-30-PN-HRRP,0.9456,14.5391,15.3763,20,-0.8372,At/Below National
IBERIA MEDICAL CENTER,LA,READM-30-HF-HRRP,0.9526,18.0172,18.9128,35,-0.8956,At/Below National
LAKE CHARLES MEMORIAL HOSPITAL,LA,READM-30-PN-HRRP,0.9859,15.9856,16.2145,47,-0.2289,At/Below National
LAKE CHARLES MEMORIAL HOSPITAL,LA,READM-30-HF-HRRP,1.0293,20.4601,19.8768,80,0.5833,Above National
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,LA,READM-30-PN-HRRP,0.9237,13.9262,15.0763,63,-1.1501,At/Below National
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,LA,READM-30-HF-HRRP,0.9739,17.7624,18.2391,125,-0.4767,At/Below National
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,LA,READM-30-COPD-HRRP,0.867,15.3172,17.6678,14,-2.3506,At/Below National
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,LA,READM-30-AMI-HRRP,0.9164,12.5143,13.6564,21,-1.1421,At/Below National
BATON ROUGE GENERAL MEDICAL CENTER,LA,READM-30-PN-HRRP,0.983,15.7405,16.0127,50,-0.2722,At/Below National
BATON ROUGE GENERAL MEDICAL CENTER,LA,READM-30-HIP-KNEE-HRRP,1.1632,5.8417,5.0221,13,0.8196,Above National
BATON ROUGE GENERAL MEDICAL CENTER,LA,READM-30-HF-HRRP,0.9543,17.8527,18.7078,73,-0.8551,At/Below National
BATON ROUGE GENERAL MEDICAL CENTER,LA,READM-30-AMI-HRRP,0.9524,13.2,13.859,11,-0.659,At/Below National
NORTHERN LOUISIANA MEDICAL CENTER,LA,READM-30-PN-HRRP,0.9677,14.8926,15.3894,20,-0.4968,At/Below National
NORTHERN LOUISIANA MEDICAL CENTER,LA,READM-30-HF-HRRP,0.9693,17.226,17.7714,33,-0.5454,At/Below National
SPRINGHILL MEDICAL CENTER,LA,READM-30-PN-HRRP,0.9972,15.7552,15.7989,11,-0.0437,At/Below National
SPRINGHILL MEDICAL CENTER,LA,READM-30-HF-HRRP,1.0293,18.4138,17.89,11,0.5238,Above National
WINN PARISH MEDICAL CENTER,LA,READM-30-PN-HRRP,1.0572,15.1392,14.3197,17,0.8195,Above National
OCHSNER LSU HEALTH SHREVEPORT,LA,READM-30-HF-HRRP,0.9151,19.6155,21.4349,17,-1.8194,At/Below National
AVOYELLES HOSPITAL,LA,READM-30-PN-HRRP,1.0574,14.192,13.4219,14,0.7701,Above National
AVOYELLES HOSPITAL,LA,READM-30-HF-HRRP,1.0604,17.4413,16.448,12,0.9933,Above National
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LA,READM-30-PN-HRRP,0.9389,14.4627,15.4043,82,-0.9416,At/Below National
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LA,READM-30-HF-HRRP,1.0457,19.5079,18.6551,143,0.8528,Above National
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LA,READM-30-COPD-HRRP,0.9522,16.0257,16.8294,20,-0.8037,At/Below National
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LA,READM-30-CABG-HRRP,1.113,11.651,10.468,25,1.183,Above National
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LA,READM-30-AMI-HRRP,0.9756,12.6161,12.9312,45,-0.3151,At/Below National
WILLIS KNIGHTON MEDICAL CENTER,LA,READM-30-PN-HRRP,1.0388,16.4542,15.8394,176,0.6148,Above National
WILLIS KNIGHTON MEDICAL CENTER,LA,READM-30-HF-HRRP,1.0085,20.7415,20.5671,269,0.1744,Above National
WILLIS KNIGHTON MEDICAL CENTER,LA,READM-30-COPD-HRRP,0.9098,17.2643,18.9768,99,-1.7125,At/Below National
WILLIS KNIGHTON MEDICAL CENTER,LA,READM-30-CABG-HRRP,1.064,10.8063,10.1558,23,0.6505,Above National
WILLIS KNIGHTON MEDICAL CENTER,LA,READM-30-AMI-HRRP,1.1277,14.5802,12.9289,67,1.6513,Above National
CLAIBORNE MEMORIAL MEDICAL CENTER,LA,READM-30-PN-HRRP,0.9566,13.9062,14.537,16,-0.6308,At/Below National
CLAIBORNE MEMORIAL MEDICAL CENTER,LA,READM-30-HF-HRRP,1.0412,18.2314,17.5102,11,0.7212,Above National
MOREHOUSE GENERAL HOSPITAL,LA,READM-30-PN-HRRP,1.0304,14.128,13.7111,11,0.4169,Above National
MOREHOUSE GENERAL HOSPITAL,LA,READM-30-HF-HRRP,1.0515,18.194,17.3021,12,0.8919,Above National
ST FRANCIS MEDICAL CENTER,LA,READM-30-PN-HRRP,1.0141,15.3821,15.1682,60,0.2139,Above National
ST FRANCIS MEDICAL CENTER,LA,READM-30-HF-HRRP,0.9822,18.856,19.1978,77,-0.3418,At/Below National
ST FRANCIS MEDICAL CENTER,LA,READM-30-COPD-HRRP,0.9834,17.1818,17.4716,16,-0.2898,At/Below National
ST FRANCIS MEDICAL CENTER,LA,READM-30-AMI-HRRP,0.9532,12.4241,13.0339,34,-0.6098,At/Below National
FRANKLIN MEDICAL CENTER,LA,READM-30-PN-HRRP,0.981,13.9215,14.1905,11,-0.269,At/Below National
MINDEN MEDICAL CENTER,LA,READM-30-PN-HRRP,1.0004,15.5859,15.5804,22,0.0055,Above National
MINDEN MEDICAL CENTER,LA,READM-30-HF-HRRP,0.9911,18.4642,18.6301,16,-0.1659,At/Below National
GLENWOOD REGIONAL MEDICAL CENTER,LA,READM-30-PN-HRRP,1.0479,16.8,16.032,64,0.768,Above National
GLENWOOD REGIONAL MEDICAL CENTER,LA,READM-30-HF-HRRP,1.1909,22.6572,19.0247,129,3.6325,Above National
GLENWOOD REGIONAL MEDICAL CENTER,LA,READM-30-COPD-HRRP,1.0027,17.6074,17.5592,22,0.0482,Above National
GLENWOOD REGIONAL MEDICAL CENTER,LA,READM-30-AMI-HRRP,1.2206,16.0764,13.171,56,2.9054,Above National
BYRD REGIONAL HOSPITAL,LA,READM-30-PN-HRRP,0.99,16.8073,16.9779,22,-0.1706,At/Below National
BYRD REGIONAL HOSPITAL,LA,READM-30-HF-HRRP,0.9747,19.8688,20.3847,25,-0.5159,At/Below National
BYRD REGIONAL HOSPITAL,LA,READM-30-COPD-HRRP,1.0054,19.0436,18.9409,15,0.1027,Above National
MERCY REGIONAL MEDICAL CENTER,LA,READM-30-PN-HRRP,0.9989,14.931,14.9477,38,-0.0167,At/Below National
MERCY REGIONAL MEDICAL CENTER,LA,READM-30-HF-HRRP,1.0039,18.4994,18.4279,11,0.0715,Above National
EAST JEFFERSON GENERAL HOSPITAL,LA,READM-30-PN-HRRP,1.0124,16.8585,16.6517,44,0.2068,Above National
EAST JEFFERSON GENERAL HOSPITAL,LA,READM-30-HF-HRRP,1.1079,22.3718,20.1933,83,2.1785,Above National
EAST JEFFERSON GENERAL HOSPITAL,LA,READM-30-COPD-HRRP,1.0613,21.2394,20.0136,17,1.2258,Above National
EAST JEFFERSON GENERAL HOSPITAL,LA,READM-30-AMI-HRRP,1.104,15.4757,14.0173,24,1.4584,Above National
LEONARD J CHABERT MEDICAL CENTER,LA,READM-30-HF-HRRP,0.9865,20.6269,20.9085,11,-0.2816,At/Below National
OCHSNER MEDICAL CENTER - BATON ROUGE,LA,READM-30-PN-HRRP,1.0801,17.4888,16.1923,25,1.2965,Above National
OCHSNER MEDICAL CENTER - BATON ROUGE,LA,READM-30-HF-HRRP,1.0061,20.2046,20.0826,37,0.122,Above National
EAST CARROLL PARISH HOSPITAL,LA,READM-30-COPD-HRRP,1.1385,19.2363,16.8956,19,2.3407,Above National
OCHSNER MEDICAL CENTER-KENNER,LA,READM-30-PN-HRRP,0.9736,14.8612,15.2649,11,-0.4037,At/Below National
OCHSNER MEDICAL CENTER-KENNER,LA,READM-30-HF-HRRP,0.9799,19.7134,20.1168,24,-0.4034,At/Below National
OCHSNER MEDICAL CENTER-KENNER,LA,READM-30-AMI-HRRP,1.0787,14.3828,13.3333,11,1.0495,Above National
CHRISTUS CENTRAL LOUISIANA SURGICAL HOSPITAL,LA,READM-30-HIP-KNEE-HRRP,1.317,6.2475,4.7437,19,1.5038,Above National
OUR LADY OF THE ANGELS HOSPITAL,LA,READM-30-HF-HRRP,1.0192,20.9543,20.5592,11,0.3951,Above National
ACADIAN MEDICAL CENTER,LA,READM-30-PN-HRRP,0.9406,13.4085,14.2551,11,-0.8466,At/Below National
ACADIAN MEDICAL CENTER,LA,READM-30-HF-HRRP,1.08,19.5873,18.1371,14,1.4502,Above National
ST JOSEPH HOSPITAL,ME,READM-30-PN-HRRP,1.1061,16.0171,14.4806,45,1.5365,Above National
ST JOSEPH HOSPITAL,ME,READM-30-HF-HRRP,1.0032,19.5747,19.5121,29,0.0626,Above National
ST JOSEPH HOSPITAL,ME,READM-30-COPD-HRRP,1.0215,19.1842,18.7807,14,0.4035,Above National
NORTHERN LIGHT HEALTH,ME,READM-30-PN-HRRP,0.9971,14.7894,14.8322,18,-0.0428,At/Below National
NORTHERN LIGHT HEALTH,ME,READM-30-HF-HRRP,1.02,18.3371,17.9769,23,0.3602,Above National
MAINE MEDICAL CENTER,ME,READM-30-PN-HRRP,0.8983,14.2944,15.9124,54,-1.618,At/Below National
MAINE MEDICAL CENTER,ME,READM-30-HIP-KNEE-HRRP,0.8794,4.7054,5.3507,11,-0.6453,At/Below National
MAINE MEDICAL CENTER,ME,READM-30-HF-HRRP,0.9065,17.2066,18.9807,134,-1.7741,At/Below National
MAINE MEDICAL CENTER,ME,READM-30-COPD-HRRP,1.0012,17.6828,17.6617,22,0.0211,Above National
MAINE MEDICAL CENTER,ME,READM-30-CABG-HRRP,0.8841,8.3076,9.397,16,-1.0894,At/Below National
MAINE MEDICAL CENTER,ME,READM-30-AMI-HRRP,0.9059,11.0197,12.1641,72,-1.1444,At/Below National
NORTHERN LIGHT  A R GOULD HOSPITAL,ME,READM-30-HF-HRRP,0.9849,19.3584,19.6559,15,-0.2975,At/Below National
SOUTHERN MAINE HEALTH CARE,ME,READM-30-PN-HRRP,1.0358,15.6966,15.1537,62,0.5429,Above National
SOUTHERN MAINE HEALTH CARE,ME,READM-30-HF-HRRP,0.8723,15.8904,18.216,49,-2.3256,At/Below National
YORK HOSPITAL,ME,READM-30-PN-HRRP,0.9936,13.1382,13.2233,21,-0.0851,At/Below National
YORK HOSPITAL,ME,READM-30-HF-HRRP,0.9386,15.2272,16.2232,25,-0.996,At/Below National
MID COAST HOSPITAL,ME,READM-30-PN-HRRP,0.9553,13.1692,13.7859,26,-0.6167,At/Below National
MID COAST HOSPITAL,ME,READM-30-HF-HRRP,0.9425,17.2203,18.2704,34,-1.0501,At/Below National
CENTRAL MAINE MEDICAL CENTER,ME,READM-30-HF-HRRP,0.9666,18.9264,19.5795,51,-0.6531,At/Below National
CENTRAL MAINE MEDICAL CENTER,ME,READM-30-AMI-HRRP,0.8714,10.8359,12.4349,13,-1.599,At/Below National
CARY MEDICAL CENTER,ME,READM-30-HF-HRRP,1.0531,18.594,17.6556,14,0.9384,Above National
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,ME,READM-30-PN-HRRP,0.8102,14.5798,17.9963,27,-3.4165,At/Below National
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,ME,READM-30-HF-HRRP,0.7921,17.8159,22.4921,99,-4.6762,At/Below National
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,ME,READM-30-COPD-HRRP,0.9796,22.1041,22.5644,19,-0.4603,At/Below National
NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,ME,READM-30-AMI-HRRP,0.7224,10.1868,14.1014,48,-3.9146,At/Below National
ST MARY'S REGIONAL MEDICAL CENTER,ME,READM-30-HF-HRRP,0.9834,18.5796,18.8924,15,-0.3128,At/Below National
MAINE GENERAL MEDICAL CENTER,ME,READM-30-PN-HRRP,0.8527,12.8623,15.0833,24,-2.221,At/Below National
MAINE GENERAL MEDICAL CENTER,ME,READM-30-HF-HRRP,0.9481,18.0059,18.9924,37,-0.9865,At/Below National
MAINE GENERAL MEDICAL CENTER,ME,READM-30-COPD-HRRP,1.0155,18.5379,18.2544,18,0.2835,Above National
NORTHERN LIGHT MAINE COAST HOSPITAL,ME,READM-30-PN-HRRP,1.0148,16.051,15.8168,18,0.2342,Above National
NORTHERN LIGHT MAINE COAST HOSPITAL,ME,READM-30-HF-HRRP,0.9397,18.5785,19.7709,12,-1.1924,At/Below National
NORTHERN MAINE MEDICAL CENTER,ME,READM-30-PN-HRRP,1.038,15.8677,15.2861,12,0.5816,Above National
PENOBSCOT BAY MEDICAL CENTER,ME,READM-30-PN-HRRP,1.0754,14.6425,13.6163,20,1.0262,Above National
PENOBSCOT BAY MEDICAL CENTER,ME,READM-30-HF-HRRP,1.0309,18.445,17.8924,27,0.5526,Above National
MERITUS MEDICAL CENTER,MD,READM-30-PN-HRRP,1.1576,18.9089,16.3339,161,2.575,Above National
MERITUS MEDICAL CENTER,MD,READM-30-HF-HRRP,0.9011,18.4411,20.4644,107,-2.0233,At/Below National
MERITUS MEDICAL CENTER,MD,READM-30-COPD-HRRP,1.0356,19.8668,19.1835,121,0.6833,Above National
MERITUS MEDICAL CENTER,MD,READM-30-AMI-HRRP,1.0158,14.3193,14.097,42,0.2223,Above National
UNIVERSITY OF MARYLAND MEDICAL CENTER,MD,READM-30-PN-HRRP,0.9875,18.6935,18.9296,21,-0.2361,At/Below National
UNIVERSITY OF MARYLAND MEDICAL CENTER,MD,READM-30-HF-HRRP,0.9778,21.7325,22.2269,64,-0.4944,At/Below National
UNIVERSITY OF MARYLAND MEDICAL CENTER,MD,READM-30-COPD-HRRP,1.0181,22.6851,22.2822,20,0.4029,Above National
UNIVERSITY OF MARYLAND MEDICAL CENTER,MD,READM-30-CABG-HRRP,0.9795,11.2331,11.4677,32,-0.2346,At/Below National
UNIVERSITY OF MARYLAND MEDICAL CENTER,MD,READM-30-AMI-HRRP,1.0251,15.7209,15.3352,38,0.3857,Above National
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,MD,READM-30-PN-HRRP,0.9133,16.4329,17.9925,23,-1.5596,At/Below National
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,MD,READM-30-HF-HRRP,1.1197,23.6615,21.1312,66,2.5303,Above National
UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,MD,READM-30-COPD-HRRP,1.0523,23.218,22.0636,30,1.1544,Above National
HOLY CROSS HOSPITAL,MD,READM-30-PN-HRRP,0.9433,15.896,16.8516,55,-0.9556,At/Below National
HOLY CROSS HOSPITAL,MD,READM-30-HF-HRRP,0.9525,18.1069,19.0109,56,-0.904,At/Below National
HOLY CROSS HOSPITAL,MD,READM-30-COPD-HRRP,0.9332,16.4432,17.6195,12,-1.1763,At/Below National
HOLY CROSS HOSPITAL,MD,READM-30-AMI-HRRP,1.1182,15.5555,13.9109,20,1.6446,Above National
FREDERICK HEALTH HOSPITAL,MD,READM-30-PN-HRRP,0.938,14.4921,15.4492,94,-0.9571,At/Below National
FREDERICK HEALTH HOSPITAL,MD,READM-30-HF-HRRP,0.9339,18.668,19.9889,138,-1.3209,At/Below National
FREDERICK HEALTH HOSPITAL,MD,READM-30-COPD-HRRP,1.0291,21.0163,20.4228,84,0.5935,Above National
FREDERICK HEALTH HOSPITAL,MD,READM-30-AMI-HRRP,0.966,13.4695,13.944,25,-0.4745,At/Below National
MERCY MEDICAL CENTER INC,MD,READM-30-PN-HRRP,1.0077,18.49,18.3496,12,0.1404,Above National
MERCY MEDICAL CENTER INC,MD,READM-30-HF-HRRP,1.0353,21.73,20.9899,39,0.7401,Above National
MERCY MEDICAL CENTER INC,MD,READM-30-COPD-HRRP,1.0243,21.9484,21.4277,11,0.5207,Above National
"JOHNS HOPKINS HOSPITAL, THE",MD,READM-30-PN-HRRP,0.9466,17.8002,18.8042,48,-1.004,At/Below National
"JOHNS HOPKINS HOSPITAL, THE",MD,READM-30-HF-HRRP,0.8915,19.9447,22.3732,128,-2.4285,At/Below National
"JOHNS HOPKINS HOSPITAL, THE",MD,READM-30-COPD-HRRP,0.9548,23.1297,24.2253,30,-1.0956,At/Below National
"JOHNS HOPKINS HOSPITAL, THE",MD,READM-30-CABG-HRRP,0.9136,9.9556,10.8965,22,-0.9409,At/Below National
"JOHNS HOPKINS HOSPITAL, THE",MD,READM-30-AMI-HRRP,1.0027,15.5213,15.4801,29,0.0412,Above National
SAINT AGNES HOSPITAL,MD,READM-30-PN-HRRP,0.9934,15.2456,15.3476,52,-0.102,At/Below National
SAINT AGNES HOSPITAL,MD,READM-30-HF-HRRP,0.9378,17.9954,19.1892,81,-1.1938,At/Below National
SAINT AGNES HOSPITAL,MD,READM-30-COPD-HRRP,1.0122,19.54,19.3036,59,0.2364,Above National
SAINT AGNES HOSPITAL,MD,READM-30-AMI-HRRP,0.9767,13.59,13.9137,16,-0.3237,At/Below National
SINAI HOSPITAL OF BALTIMORE,MD,READM-30-PN-HRRP,0.8904,15.3374,17.2259,55,-1.8885,At/Below National
SINAI HOSPITAL OF BALTIMORE,MD,READM-30-HF-HRRP,1.0184,20.831,20.4539,104,0.3771,Above National
SINAI HOSPITAL OF BALTIMORE,MD,READM-30-COPD-HRRP,0.9733,19.8328,20.3769,31,-0.5441,At/Below National
SINAI HOSPITAL OF BALTIMORE,MD,READM-30-CABG-HRRP,1.0106,9.9739,9.8692,17,0.1047,Above National
SINAI HOSPITAL OF BALTIMORE,MD,READM-30-AMI-HRRP,0.9568,13.6671,14.2835,33,-0.6164,At/Below National
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,MD,READM-30-PN-HRRP,0.9416,16.4086,17.4271,127,-1.0185,At/Below National
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,MD,READM-30-HF-HRRP,0.9568,20.4566,21.3795,192,-0.9229,At/Below National
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,MD,READM-30-COPD-HRRP,0.9337,19.3387,20.712,97,-1.3733,At/Below National
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,MD,READM-30-AMI-HRRP,1.0115,17.2318,17.0362,34,0.1956,Above National
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,MD,READM-30-PN-HRRP,1.0789,17.6604,16.3695,81,1.2909,Above National
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,MD,READM-30-HF-HRRP,1.0528,20.2042,19.1917,99,1.0125,Above National
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,MD,READM-30-COPD-HRRP,1.0793,20.8243,19.2947,34,1.5296,Above National
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,MD,READM-30-CABG-HRRP,1.0653,11.656,10.9412,33,0.7148,Above National
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,MD,READM-30-AMI-HRRP,1.0255,13.7149,13.3739,37,0.341,Above National
GARRETT REGIONAL MEDICAL CENTER,MD,READM-30-HF-HRRP,0.9547,19.4099,20.3312,14,-0.9213,At/Below National
MEDSTAR MONTGOMERY MEDICAL CENTER,MD,READM-30-PN-HRRP,0.9438,14.7924,15.6724,67,-0.88,At/Below National
MEDSTAR MONTGOMERY MEDICAL CENTER,MD,READM-30-HF-HRRP,0.9539,18.6954,19.6,44,-0.9046,At/Below National
MEDSTAR MONTGOMERY MEDICAL CENTER,MD,READM-30-COPD-HRRP,0.9325,17.9504,19.2493,14,-1.2989,At/Below National
"TIDALHEALTH PENINSULA REGIONAL, INC",MD,READM-30-PN-HRRP,0.9637,15.8551,16.4526,105,-0.5975,At/Below National
"TIDALHEALTH PENINSULA REGIONAL, INC",MD,READM-30-HF-HRRP,0.8876,18.053,20.3398,72,-2.2868,At/Below National
"TIDALHEALTH PENINSULA REGIONAL, INC",MD,READM-30-COPD-HRRP,0.9667,18.671,19.3139,92,-0.6429,At/Below National
"TIDALHEALTH PENINSULA REGIONAL, INC",MD,READM-30-CABG-HRRP,0.9362,10.6862,11.4147,24,-0.7285,At/Below National
"TIDALHEALTH PENINSULA REGIONAL, INC",MD,READM-30-AMI-HRRP,0.9625,13.9148,14.4565,63,-0.5417,At/Below National
SUBURBAN HOSPITAL,MD,READM-30-PN-HRRP,1.0171,15.2791,15.022,87,0.2571,Above National
SUBURBAN HOSPITAL,MD,READM-30-HF-HRRP,1.0062,18.1734,18.0614,138,0.112,Above National
SUBURBAN HOSPITAL,MD,READM-30-COPD-HRRP,1.0198,19.3552,18.9801,26,0.3751,Above National
SUBURBAN HOSPITAL,MD,READM-30-CABG-HRRP,1.0159,9.8347,9.6807,13,0.154,Above National
SUBURBAN HOSPITAL,MD,READM-30-AMI-HRRP,0.9594,11.9701,12.4768,33,-0.5067,At/Below National
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",MD,READM-30-PN-HRRP,1.0024,15.6718,15.6342,176,0.0376,Above National
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",MD,READM-30-HIP-KNEE-HRRP,1.2093,6.5524,5.4184,18,1.134,Above National
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",MD,READM-30-HF-HRRP,0.9805,18.3955,18.7618,320,-0.3663,At/Below National
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",MD,READM-30-COPD-HRRP,0.9985,19.1543,19.1827,102,-0.0284,At/Below National
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",MD,READM-30-AMI-HRRP,1.1333,14.6852,12.9583,62,1.7269,Above National
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM-30-PN-HRRP,0.9511,17.6876,18.5962,31,-0.9086,At/Below National
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM-30-HF-HRRP,0.9352,20.7627,22.2019,127,-1.4392,At/Below National
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM-30-COPD-HRRP,1.0151,22.8008,22.4616,45,0.3392,Above National
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM-30-CABG-HRRP,0.9065,9.3805,10.3485,12,-0.968,At/Below National
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM-30-AMI-HRRP,0.8341,14.1003,16.9046,47,-2.8043,At/Below National
WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,READM-30-PN-HRRP,0.8826,15.2542,17.2837,79,-2.0295,At/Below National
WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,READM-30-HF-HRRP,0.928,19.2945,20.7924,96,-1.4979,At/Below National
WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,READM-30-COPD-HRRP,1.0001,19.096,19.0948,55,0.0012,Above National
WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,READM-30-AMI-HRRP,0.9812,14.0658,14.3359,32,-0.2701,At/Below National
MEDSTAR SAINT MARY'S HOSPITAL,MD,READM-30-PN-HRRP,0.9201,14.7144,15.9913,58,-1.2769,At/Below National
MEDSTAR SAINT MARY'S HOSPITAL,MD,READM-30-HF-HRRP,1.134,23.0516,20.328,108,2.7236,Above National
MEDSTAR SAINT MARY'S HOSPITAL,MD,READM-30-COPD-HRRP,0.9161,17.4501,19.0475,33,-1.5974,At/Below National
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,MD,READM-30-PN-HRRP,0.9053,16.8621,18.6261,43,-1.764,At/Below National
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,MD,READM-30-HF-HRRP,0.9124,19.3423,21.1984,108,-1.8561,At/Below National
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,MD,READM-30-COPD-HRRP,1.0327,23.6212,22.8738,69,0.7474,Above National
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,MD,READM-30-AMI-HRRP,1.0662,16.6551,15.6213,23,1.0338,Above National
UNION HOSPITAL OF CECIL COUNTY,MD,READM-30-PN-HRRP,1.0018,16.417,16.3876,41,0.0294,Above National
UNION HOSPITAL OF CECIL COUNTY,MD,READM-30-HF-HRRP,0.9639,19.5845,20.3173,54,-0.7328,At/Below National
UNION HOSPITAL OF CECIL COUNTY,MD,READM-30-COPD-HRRP,1.1293,23.0549,20.4145,66,2.6404,Above National
CARROLL HOSPITAL CENTER,MD,READM-30-PN-HRRP,0.9942,15.5857,15.6761,143,-0.0904,At/Below National
CARROLL HOSPITAL CENTER,MD,READM-30-HF-HRRP,0.9309,18.4763,19.8475,121,-1.3712,At/Below National
CARROLL HOSPITAL CENTER,MD,READM-30-COPD-HRRP,0.8986,16.1433,17.964,53,-1.8207,At/Below National
CARROLL HOSPITAL CENTER,MD,READM-30-AMI-HRRP,0.9859,13.1556,13.3443,18,-0.1887,At/Below National
MEDSTAR HARBOR HOSPITAL,MD,READM-30-PN-HRRP,0.9829,17.0671,17.3646,35,-0.2975,At/Below National
MEDSTAR HARBOR HOSPITAL,MD,READM-30-HF-HRRP,0.9434,19.599,20.7756,38,-1.1766,At/Below National
